year,country,co2,avg_yly_tmp_f,avg_yly_tmp_c,avg_yly_tmp_uncertainty
1947,ECUADOR,316,71.4434,21.913,0.349916667
1947,EGYPT,1205,73.9733,23.3185,0.389166667
1947,FINLAND,1488,33.9287,1.0715,0.29883333300000003
1947,FRANCE,50120,56.537,13.63166667,0.41233333299999997
1947,GREECE,46,60.1457,15.6365,0.452666667
1947,GUATEMALA,4,74.8502,23.80566667,0.440333333
1947,HUNGARY,3777,50.2271,10.12616667,0.449083333
1947,ICELAND,1,35.54945,1.971916667,0.552
1947,INDIA,15994,75.7031,24.2795,0.196416667
1947,INDONESIA,1107,79.02185,26.12325,0.50775
1947,IRAQ,3937,73.05215,22.80675,0.45075
1947,IRELAND,2405,49.10495,9.50275,0.314333333
1947,ISRAEL,45,69.09125,20.60625,0.41016666700000004
1947,ITALY,10043,56.48165,13.60091667,0.41658333299999994
1947,KUWAIT,1842,78.82955,26.01641667,0.648
1947,LEBANON,23,65.77145,18.76191667,0.36166666700000005
1947,LUXEMBOURG,12,49.8698,9.927666667,0.27075
1947,MADAGASCAR,1,72.9332,22.74066667,0.33799999999999997
1947,MEXICO,8012,69.3356,20.741999999999997,0.230166667
1947,MOROCCO,227,64.8071,18.22616667,0.44891666700000005
1947,MOZAMBIQUE,16,74.6156,23.67533333,0.26808333300000003
1947,NETHERLANDS,12174,49.6076,9.782,0.261
1947,NEW ZEALAND,1488,50.8559,10.4755,0.362833333
1947,NICARAGUA,2,79.81295,26.56275,0.421333333
1947,NIGERIA,426,80.8631,27.14616667,0.30275
1947,NORWAY,2901,32.2202,0.122333333,0.366833333
1947,PERU,1613,68.03165,20.01758333,0.45625
1947,PHILIPPINES,54,80.39795,26.88775,0.6265
1947,POLAND,24987,44.9831,7.212833333,0.44725
1947,PORTUGAL,1513,59.42525,15.23625,0.364
1947,ROMANIA,4462,48.18155,8.98975,0.47283333299999997
1947,SAUDI ARABIA,10298,79.01825,26.12125,0.55
1947,SOUTH AFRICA,15240,63.63965,17.57758333,0.31575
1947,SPAIN,8510,57.95075,14.41708333,0.27066666699999997
1947,SWEDEN,6850,35.89025,2.16125,0.261666667
1947,SWITZERLAND,2579,46.27715,7.93175,0.3435
1947,TAIWAN,988,71.21,21.78333333,0.224083333
1947,THAILAND,8,79.7441,26.5245,0.37208333299999996
1947,TRINIDAD AND TOBAGO,3276,79.12145,26.17858333,0.27575
1947,TUNISIA,35,69.7421,20.96783333,0.47858333299999994
1947,TURKEY,2041,54.82385,12.67991667,0.30525
1947,UNITED KINGDOM,125900,47.64515,8.69175,0.230666667
1947,UNITED STATES,677064,47.90495,8.836083333,0.147333333
1947,URUGUAY,40,62.7599,17.08883333,0.45591666700000005
1947,VENEZUELA,5594,77.3807,25.2115,0.265416667
1947,ZIMBABWE,1102,70.8476,21.581999999999997,0.2365
1948,ALBANIA,192,54.95705,12.75391667,0.42375
1948,ALGERIA,219,73.5284,23.07133333,0.444833333
1948,ARGENTINA,4748,58.601000000000006,14.77833333,0.20275
1948,AUSTRALIA,10487,70.6271,21.4595,0.18708333300000002
1948,AUSTRIA,6684,44.3747,6.874833333,0.2655
1948,BAHRAIN,1249,77.939,25.52166667,1.035833333
1948,BARBADOS,1,79.71995,26.51108333,0.24225
1948,BELGIUM,23218,50.4296,10.23866667,0.283833333
1948,BRAZIL,2143,76.73615,24.85341667,0.279166667
1948,BULGARIA,1698,50.69525,10.38625,0.595166667
1948,CANADA,43263,23.2016,-4.888,0.285
1948,CHILE,1695,48.89945,9.388583333,0.23199999999999998
1948,COLOMBIA,1224,77.1323,25.0735,0.2225
1948,CUBA,50,79.1375,26.1875,0.375166667
1948,DENMARK,4660,-1.0495,-18.36083333,0.9943333329999999
1948,DOMINICAN REPUBLIC,6,78.8558,26.031,0.321666667
1948,ECUADOR,351,71.5931,21.99616667,0.514083333
1948,EGYPT,1679,71.8589,22.14383333,0.37441666700000004
1948,ETHIOPIA,1,73.23695,22.90941667,0.682333333
1948,FINLAND,2309,36.2477,2.359833333,0.228
1948,FRANCE,53636,55.99685,13.33158333,0.362833333
1948,GREECE,369,58.3475,14.6375,0.35308333299999994
1948,GUATEMALA,4,74.47625,23.59791667,0.35875
1948,HUNGARY,4471,50.2532,10.14066667,0.32816666699999997
1948,ICELAND,1,35.4911,1.9395,0.559333333
1948,INDIA,15999,75.542,24.19,0.191083333
1948,INDONESIA,4229,78.63695,25.90941667,0.49225
1948,IRAQ,-26,70.38725,21.32625,0.430166667
1948,IRELAND,2305,50.13365,10.07425,0.251666667
1948,ISRAEL,22,66.56195,19.20108333,0.377166667
1948,ITALY,9700,55.76705,13.20391667,0.36516666700000006
1948,KUWAIT,92,76.1153,24.5085,0.725
1948,LEBANON,28,63.12935,17.29408333,0.361833333
1948,LUXEMBOURG,14,49.78865,9.882583333,0.282916667
1948,MADAGASCAR,1,73.24805,22.91558333,0.2695
1948,MEXICO,8328,69.8939,21.05216667,0.19899999999999998
1948,MOROCCO,257,64.7144,18.17466667,0.55625
1948,MOZAMBIQUE,12,74.66075,23.70041667,0.312916667
1948,NETHERLANDS,12900,50.60765,10.33758333,0.28300000000000003
1948,NEW ZEALAND,1502,51.34805,10.74891667,0.32675
1948,NICARAGUA,2,79.4513,26.36183333,0.381666667
1948,NIGERIA,447,79.9127,26.61816667,0.317416667
1948,NORWAY,2998,33.0806,0.600333333,0.33916666700000003
1948,PANAMA,6,79.9442,26.63566667,0.25925
1948,PERU,1743,68.108,20.06,0.41133333299999997
1948,PHILIPPINES,59,79.89035,26.60575,0.503
1948,POLAND,24272,46.92155,8.28975,0.32616666699999997
1948,PORTUGAL,1434,60.37055,15.76141667,0.32358333300000003
1948,ROMANIA,6380,48.12425,8.957916667000001,0.37275
1948,SAUDI ARABIA,4897,77.3564,25.198,0.5245
1948,SOUTH AFRICA,15585,63.0923,17.2735,0.287
1948,SPAIN,8931,58.07705,14.48725,0.23475
1948,SWEDEN,8408,37.98395,3.324416667,0.276583333
1948,SWITZERLAND,2788,45.9791,7.766166667,0.302333333
1948,TAIWAN,1239,72.19325,22.32958333,0.21175
1948,THAILAND,11,79.01135,26.11741667,0.323416667
1948,TRINIDAD AND TOBAGO,3450,79.04975,26.13875,0.3535
1948,TUNISIA,40,68.2541,20.14116667,0.44541666700000004
1948,TURKEY,2102,52.3406,11.30033333,0.325333333
1948,UNITED KINGDOM,129803,48.343999999999994,9.08,0.21858333300000002
1948,UNITED STATES,703344,47.266999999999996,8.481666667,0.140166667
1948,URUGUAY,40,62.90285,17.16825,0.46316666700000003
1948,VENEZUELA,6974,77.32535,25.18075,0.284333333
1948,ZIMBABWE,1238,69.9989,21.1105,0.225583333
1949,AFGHANISTAN,4,56.03015,13.35008333,0.521416667
1949,ALBANIA,277,54.53285,12.51825,0.414416667
1949,ALGERIA,248,73.7387,23.18816667,0.44191666700000004
1949,ARGENTINA,4195,58.5884,14.77133333,0.233666667
1949,AUSTRALIA,10276,69.77285,20.98491667,0.174333333
1949,AUSTRIA,7254,44.5331,6.962833333,0.271083333
1949,BAHRAIN,1258,77.71415,25.39675,0.59775
1949,BARBADOS,1,79.38575,26.32541667,0.35383333299999997
1949,BELGIUM,22048,50.81825,10.45458333,0.21275
1949,BRAZIL,2012,76.3103,24.61683333,0.264916667
1949,BULGARIA,2034,50.54075,10.30041667,0.44608333299999997
1949,CANADA,39583,23.09255,-4.948583333,0.26758333300000003
1949,CHILE,1604,48.8645,9.369166667,0.29875
1949,COLOMBIA,1402,76.55645,24.75358333,0.3025
1949,CUBA,50,78.2273,25.68183333,0.397583333
1949,DENMARK,4608,-1.45735,-18.58741667,0.93825
1949,DOMINICAN REPUBLIC,7,78.05315,25.58508333,0.32516666699999996
1949,ECUADOR,355,71.1146,21.73033333,0.46
1949,EGYPT,2037,71.4065,21.8925,0.457166667
1949,ETHIOPIA,1,73.28615,22.93675,0.5345
1949,FINLAND,1347,37.48265,3.0459166669999997,0.230916667
1949,FRANCE,62521,56.6528,13.696,0.3535
1949,GREECE,448,57.88715,14.38175,0.34516666700000004
1949,GUATEMALA,5,74.0735,23.37416667,0.49858333299999996
1949,HUNGARY,5571,50.5199,10.28883333,0.2505
1949,ICELAND,1,34.247,1.248333333,0.40816666700000004
1949,INDIA,16889,75.28505,24.04725,0.229583333
1949,INDONESIA,5978,78.36365,25.75758333,0.34233333299999996
1949,IRAQ,308,69.899,21.055,0.38725
1949,IRELAND,2278,51.03785,10.57658333,0.29225
1949,ISRAEL,33,65.97875,18.87708333,0.37358333299999996
1949,ITALY,10859,56.0384,13.35466667,0.269416667
1949,KUWAIT,290,76.34345,24.63525,0.83925
1949,LEBANON,32,62.63555,17.01975,0.323916667
1949,LUXEMBOURG,16,50.21735,10.12075,0.23
1949,MADAGASCAR,1,73.37945,22.98858333,0.37091666700000003
1949,MEXICO,7905,69.64895,20.91608333,0.19375
1949,MOROCCO,297,64.6706,18.15033333,0.524166667
1949,MOZAMBIQUE,16,74.837,23.79833333,0.273416667
1949,NETHERLANDS,13783,50.88215,10.49008333,0.19825
1949,NEW ZEALAND,1531,50.8364,10.46466667,0.3605
1949,NICARAGUA,2,78.4127,25.78483333,0.508166667
1949,NIGERIA,405,80.7233,27.0685,0.27725
1949,NORWAY,2841,34.1912,1.217333333,0.32825
1949,PANAMA,7,78.97745,26.09858333,0.32908333300000003
1949,PERU,1810,67.73255,19.85141667,0.43891666700000004
1949,PHILIPPINES,87,79.7957,26.55316667,0.4395
1949,POLAND,28776,47.4914,8.606333333,0.275916667
1949,PORTUGAL,1507,60.3656,15.75866667,0.31425
1949,QATAR,71,79.5128,26.396,0.649166667
1949,ROMANIA,6309,48.1787,8.988166667,0.41866666700000005
1949,SAUDI ARABIA,5018,77.1719,25.0955,0.4115
1949,SOUTH AFRICA,16537,63.8006,17.667,0.32516666699999996
1949,SPAIN,9761,58.11815,14.51008333,0.250416667
1949,SWEDEN,7325,39.242,4.023333333,0.258916667
1949,SWITZERLAND,2329,46.3925,7.995833332999999,0.25675
1949,TAIWAN,1221,72.25685,22.36491667,0.18225
1949,THAILAND,17,79.24925,26.24958333,0.251833333
1949,TRINIDAD AND TOBAGO,3753,78.97985,26.09991667,0.441833333
1949,TUNISIA,35,68.2628,20.146,0.4535
1949,TURKEY,2175,51.7298,10.960999999999999,0.299583333
1949,UNITED KINGDOM,132409,49.24745,9.581916667,0.24075
1949,UNITED STATES,589517,47.99855,8.888083332999999,0.140416667
1949,URUGUAY,40,63.12065,17.28925,0.4005
1949,VENEZUELA,7838,76.9346,24.96366667,0.341
1949,ZIMBABWE,1400,70.76315,21.53508333,0.2325
1950,AFGHANISTAN,23,55.4783,13.0435,0.37825
1950,ALBANIA,81,56.8631,13.81283333,0.453583333
1950,ALGERIA,1033,73.0073,22.78183333,0.41433333299999997
1950,ANGOLA,51,70.8293,21.57183333,0.4965
1950,ARGENTINA,8168,58.63115,14.79508333,0.201666667
1950,AUSTRALIA,14941,70.38125,21.32291667,0.18358333300000002
1950,AUSTRIA,5704,44.66435,7.03575,0.288583333
1950,BAHAMAS,15,77.0003,25.00016667,0.42941666700000003
1950,BAHRAIN,377,77.7884,25.438000000000002,0.57925
1950,BARBADOS,20,79.12625,26.18125,0.2585
1950,BELGIUM,20801,49.6925,9.829166667,0.239333333
1950,BELIZE,5,76.6094,24.783,0.566583333
1950,BRAZIL,5367,76.3502,24.639,0.325333333
1950,BULGARIA,2047,52.63655,11.46475,0.44041666700000004
1950,CANADA,42070,21.28475,-5.952916667,0.298083333
1950,CAPE VERDE,28,75.8144,24.34133333,0.411916667
1950,CHILE,2307,48.7256,9.292,0.325
1950,COLOMBIA,2047,75.9665,24.42583333,0.37608333299999996
1950,COSTA RICA,78,77.66345,25.36858333,0.5003333329999999
1950,CUBA,1530,77.2592,25.144000000000002,0.35675
1950,CYPRUS,73,65.8334,18.79633333,0.303583333
1950,DENMARK,6002,0.3323,-17.59316667,0.8480833329999999
1950,DJIBOUTI,3,83.04065,28.35591667,0.446666667
1950,DOMINICAN REPUBLIC,95,77.429,25.23833333,0.371333333
1950,ECUADOR,202,70.40195,21.33441667,0.400083333
1950,EGYPT,2794,72.82595,22.68108333,0.46399999999999997
1950,EL SALVADOR,73,76.3574,24.643,0.431333333
1950,EQUATORIAL GUINEA,3,77.13635,25.07575,0.303583333
1950,ETHIOPIA,24,72.7844,22.658,0.425833333
1950,FIJI,33,77.52935,25.29408333,0.28125
1950,FINLAND,1787,35.97125,2.20625,0.250666667
1950,FRANCE,55215,55.81985,13.23325,0.291083333
1950,FRENCH GUIANA,2,78.40535,25.78075,0.300166667
1950,GAMBIA,4,81.35285,27.41825,0.294166667
1950,GHANA,174,80.0456,26.691999999999997,0.283916667
1950,GREECE,1127,60.1502,15.639000000000001,0.36275
1950,GREENLAND,27,-0.62815,-18.12675,0.87125
1950,GRENADA,2,79.62935,26.46075,0.35283333299999997
1950,GUADELOUPE,17,78.7067,25.94816667,0.28125
1950,GUATEMALA,169,73.22315,22.90175,0.35975
1950,GUINEA BISSAU,2,79.94045,26.63358333,0.29575
1950,GUYANA,71,78.84275,26.02375,0.42875
1950,HAITI,31,78.7289,25.9605,0.396083333
1950,HONDURAS,82,75.8681,24.37116667,0.47925
1950,HUNGARY,5020,51.2243,10.68016667,0.333916667
1950,ICELAND,202,35.3363,1.8535,0.320666667
1950,INDIA,18178,74.5868,23.65933333,0.18225
1950,INDONESIA,2683,78.17765,25.65425,0.3695
1950,IRAQ,450,70.36115,21.31175,0.41625
1950,IRELAND,2655,49.0313,9.461833333,0.260166667
1950,ISRAEL,456,67.47755,19.70975,0.451083333
1950,ITALY,11313,56.68265,13.71258333,0.300166667
1950,JAMAICA,74,78.3014,25.723000000000003,0.42316666700000005
1950,JAPAN,27991,54.6611,12.5895,0.1465
1950,JORDAN,47,66.9221,19.40116667,0.474083333
1950,KENYA,248,75.10175,23.94541667,0.415
1950,KUWAIT,105,76.3121,24.61783333,0.7035
1950,LEBANON,413,63.85145,17.69525,0.33866666700000003
1950,LIBERIA,13,77.5745,25.31916667,0.32508333300000003
1950,LUXEMBOURG,2025,49.20815,9.560083333,0.22625
1950,MADAGASCAR,83,72.512,22.50666667,0.452166667
1950,MALTA,67,66.584,19.21333333,0.3795
1950,MARTINIQUE,15,78.4364,25.798000000000002,0.278333333
1950,MAURITIUS,55,74.05955,23.36641667,0.658083333
1950,MEXICO,8328,70.26215,21.25675,0.177583333
1950,MONGOLIA,78,30.51515,-0.824916667,0.476416667
1950,MOROCCO,699,64.31525,17.95291667,0.40299999999999997
1950,MOZAMBIQUE,246,74.13335,23.40741667,0.33925
1950,NEPAL,7,58.37225,14.65125,0.310583333
1950,NETHERLANDS,13998,49.736000000000004,9.853333333,0.232583333
1950,NEW CALEDONIA,60,73.87265,23.26258333,0.52525
1950,NEW ZEALAND,2339,51.1124,10.618,0.309333333
1950,NICARAGUA,52,78.2384,25.688000000000002,0.439333333
1950,NIGERIA,616,80.0096,26.671999999999997,0.303916667
1950,NORWAY,2302,33.77075,0.98375,0.3395
1950,PANAMA,141,78.7556,25.97533333,0.300333333
1950,PAPUA NEW GUINEA,15,76.26845,24.59358333,0.431
1950,PARAGUAY,17,74.1812,23.434,0.313583333
1950,PERU,1240,67.2512,19.584,0.276166667
1950,PHILIPPINES,984,79.7579,26.53216667,0.402583333
1950,POLAND,30604,46.62875,8.127083333,0.330333333
1950,PORTUGAL,1534,59.11895,15.06608333,0.28675
1950,QATAR,96,79.3274,26.293000000000003,0.5595
1950,REUNION,7,73.52495,23.06941667,0.644416667
1950,ROMANIA,5300,49.5662,9.759,0.32825
1950,SAINT LUCIA,1,79.3892,26.32733333,0.242666667
1950,SAMOA,1,79.29425,26.27458333,0.40983333299999997
1950,SAUDI ARABIA,1403,77.6465,25.35916667,0.455583333
1950,SIERRA LEONE,43,78.69305,25.94058333,0.306916667
1950,SOMALIA,13,79.82585,26.56991667,0.5458333329999999
1950,SOUTH AFRICA,16659,63.4121,17.45116667,0.3
1950,SPAIN,9019,57.63065,14.23925,0.2655
1950,SRI LANKA,444,80.5535,26.97416667,0.263
1950,SUDAN,150,80.2763,26.82016667,0.322666667
1950,SURINAME,58,79.3109,26.28383333,0.334666667
1950,SWAZILAND,1,66.24905,19.02725,0.399583333
1950,SWEDEN,7823,37.5242,3.069,0.259416667
1950,SWITZERLAND,2794,45.91565,7.730916667000001,0.25525
1950,TAIWAN,1033,71.66795,22.03775,0.202333333
1950,THAILAND,261,78.95645,26.08691667,0.265916667
1950,TOGO,7,80.49395,26.94108333,0.406416667
1950,TONGA,2,74.26115,23.47841667,0.450083333
1950,TRINIDAD AND TOBAGO,642,78.74225,25.96791667,0.515416667
1950,TUNISIA,333,68.21915,20.12175,0.37825
1950,TURKEY,2590,52.64,11.46666667,0.372166667
1950,UGANDA,29,73.34225,22.96791667,0.439833333
1950,UNITED KINGDOM,136583,47.5145,8.619166667,0.22091666699999998
1950,UNITED STATES,692124,47.58155,8.656416667,0.149583333
1950,URUGUAY,670,63.34385,17.41325,0.41066666700000004
1950,VENEZUELA,10447,76.6283,24.7935,0.368833333
1951,AFGHANISTAN,25,57.14195,13.96775,0.401916667
1951,ALBANIA,110,56.4257,13.56983333,0.42358333299999995
1951,ALGERIA,1128,73.979,23.32166667,0.378833333
1951,ANGOLA,68,71.6039,22.00216667,0.40966666700000004
1951,ARGENTINA,9544,58.70645,14.83691667,0.2435
1951,AUSTRALIA,16112,70.8026,21.557,0.251333333
1951,AUSTRIA,6351,44.7437,7.079833333,0.335583333
1951,BAHAMAS,18,77.1353,25.07516667,0.353
1951,BAHRAIN,321,79.27415,26.26341667,0.667416667
1951,BARBADOS,30,79.8617,26.58983333,0.3795
1951,BELGIUM,24418,49.84715,9.915083333,0.28575
1951,BELIZE,7,77.61845,25.34358333,0.6585
1951,BRAZIL,5913,76.6352,24.79733333,0.335416667
1951,BULGARIA,2229,52.6739,11.4855,0.45341666700000005
1951,CANADA,44402,22.2923,-5.393166667000001,0.291083333
1951,CAPE VERDE,21,75.31865,24.06591667,0.35358333299999994
1951,CHILE,2725,49.2347,9.574833332999999,0.38391666700000004
1951,COLOMBIA,2229,76.6598,24.811,0.324916667
1951,COSTA RICA,85,78.70955,25.94975,0.453666667
1951,CUBA,1766,77.70275,25.39041667,0.31675
1951,CYPRUS,77,66.7418,19.301,0.34633333299999997
1951,DENMARK,5984,-1.14535,-18.41408333,0.856166667
1951,DJIBOUTI,7,83.67200000000001,28.70666667,0.7989166670000001
1951,DOMINICA,1,79.1642,26.20233333,0.32799999999999996
1951,DOMINICAN REPUBLIC,98,77.90015,25.50008333,0.457083333
1951,ECUADOR,192,71.6231,22.01283333,0.49991666700000004
1951,EGYPT,2883,73.5281,23.07116667,0.37458333299999996
1951,EL SALVADOR,88,77.34875,25.19375,0.4585
1951,EQUATORIAL GUINEA,3,77.28605,25.15891667,0.337
1951,ETHIOPIA,17,73.2197,22.89983333,0.7250833329999999
1951,FIJI,36,76.90085,24.94491667,0.38991666700000005
1951,FINLAND,2178,34.8797,1.599833333,0.318916667
1951,FRANCE,62435,55.30475,12.94708333,0.3205
1951,FRENCH GUIANA,3,78.91205,26.06225,0.322166667
1951,GAMBIA,4,81.23195,27.35108333,0.31075
1951,GHANA,239,80.4734,26.92966667,0.29441666699999997
1951,GREECE,1249,60.03005,15.57225,0.423416667
1951,GREENLAND,27,-2.13505,-18.96391667,0.878166667
1951,GRENADA,3,80.3564,26.86466667,0.38691666700000005
1951,GUADELOUPE,18,79.57685,26.43158333,0.287
1951,GUATEMALA,174,74.2874,23.493000000000002,0.3915
1951,GUINEA BISSAU,1,80.0429,26.6905,0.32616666699999997
1951,GUYANA,78,79.20635,26.22575,0.326916667
1951,HAITI,36,79.1528,26.195999999999998,0.41166666700000004
1951,HONDURAS,95,76.9637,24.97983333,0.5176666670000001
1951,HUNGARY,6056,51.7949,10.99716667,0.324666667
1951,ICELAND,176,34.1324,1.1846666670000001,0.37991666700000004
1951,INDIA,19029,75.5972,24.22066667,0.241083333
1951,INDONESIA,2563,78.94625,26.08125,0.40583333299999996
1951,IRAQ,663,72.0998,22.27766667,0.488333333
1951,IRELAND,2868,48.61355,9.22975,0.282333333
1951,ISRAEL,797,68.4989,20.27716667,0.38825
1951,ITALY,13331,56.0201,13.3445,0.287
1951,JAMAICA,142,79.05575,26.14208333,0.425416667
1951,JAPAN,33702,53.864,12.14666667,0.236916667
1951,JORDAN,44,68.0516,20.02866667,0.482833333
1951,KENYA,380,75.1814,23.98966667,0.33899999999999997
1951,KUWAIT,32,78.01865,25.56591667,0.521333333
1951,LEBANON,398,64.69925,18.16625,0.35375
1951,LIBERIA,12,77.8148,25.45266667,0.323333333
1951,LUXEMBOURG,2459,49.31465,9.61925,0.2805
1951,MADAGASCAR,67,72.81095,22.67275,0.41975
1951,MALTA,70,65.6177,18.6765,0.430666667
1951,MARTINIQUE,22,79.1642,26.20233333,0.32799999999999996
1951,MAURITIUS,38,74.37725,23.54291667,0.42908333299999996
1951,MEXICO,9524,70.01165,21.11758333,0.228583333
1951,MONGOLIA,80,30.7397,-0.7001666670000001,0.42575
1951,MOROCCO,799,63.66905,17.59391667,0.361333333
1951,MOZAMBIQUE,254,74.37575,23.54208333,0.310916667
1951,NEPAL,8,59.51855,15.28808333,0.543333333
1951,NETHERLANDS,15003,49.93175,9.962083332999999,0.29025
1951,NEW CALEDONIA,77,72.64115,22.57841667,0.531
1951,NEW ZEALAND,2230,50.1374,10.07633333,0.386666667
1951,NICARAGUA,55,79.25,26.25,0.4385
1951,NIGERIA,460,80.1563,26.7535,0.289083333
1951,NORWAY,2587,32.2241,0.1245,0.37208333299999996
1951,PANAMA,151,79.67795,26.48775,0.307333333
1951,PAPUA NEW GUINEA,17,75.96755,24.42641667,0.35225
1951,PARAGUAY,13,74.1719,23.42883333,0.44125
1951,PERU,1303,68.0117,20.0065,0.313666667
1951,PHILIPPINES,970,80.1266,26.737,0.25825
1951,POLAND,33336,47.0423,8.356833332999999,0.343416667
1951,PORTUGAL,1473,58.04495,14.46941667,0.332916667
1951,QATAR,106,80.8052,27.114,0.720333333
1951,REUNION,8,73.7666,23.20366667,0.926416667
1951,ROMANIA,6143,50.0858,10.04766667,0.385
1951,SAINT LUCIA,3,80.16185,26.75658333,0.381166667
1951,SAMOA,1,79.58225,26.43458333,0.39075
1951,SAUDI ARABIA,-95,78.86465,26.03591667,0.67
1951,SIERRA LEONE,26,78.90155,26.05641667,0.298583333
1951,SOMALIA,13,80.46785,26.92658333,0.68575
1951,SOUTH AFRICA,17781,62.6042,17.00233333,0.41675
1951,SPAIN,9041,56.02475,13.34708333,0.276916667
1951,SRI LANKA,422,80.6276,27.01533333,0.288333333
1951,SUDAN,197,80.37395,26.87441667,0.32375
1951,SURINAME,64,79.67525,26.48625,0.305416667
1951,SWAZILAND,1,65.53145,18.62858333,0.425333333
1951,SWEDEN,9128,36.6452,2.580666667,0.318
1951,SWITZERLAND,3358,45.3206,7.400333333,0.370833333
1951,TAIWAN,1340,71.882,22.15666667,0.2745
1951,THAILAND,298,79.2635,26.2575,0.289666667
1951,TOGO,7,80.95505,27.19725,0.311916667
1951,TONGA,2,73.17815,22.87675,0.7443333329999999
1951,TRINIDAD AND TOBAGO,686,79.2677,26.25983333,0.352916667
1951,TUNISIA,376,68.41925,20.23291667,0.557416667
1951,TURKEY,2780,53.71325,12.06291667,0.319083333
1951,UGANDA,38,73.2005,22.88916667,0.341916667
1951,UNITED KINGDOM,148700,47.1902,8.439,0.243
1951,UNITED STATES,712983,47.14985,8.416583333,0.222583333
1951,URUGUAY,716,63.21065,17.33925,0.36358333299999995
1951,VENEZUELA,12932,77.6456,25.35866667,0.345083333
1952,AFGHANISTAN,25,57.51575,14.17541667,0.35208333299999994
1952,ALBANIA,102,56.43305,13.57391667,0.370666667
1952,ALGERIA,1062,73.73375,23.18541667,0.38358333299999997
1952,ANGOLA,85,71.9378,22.18766667,0.369333333
1952,ARGENTINA,9853,58.8494,14.91633333,0.22116666699999998
1952,AUSTRALIA,16432,70.6766,21.487,0.15683333300000002
1952,AUSTRIA,6025,43.1516,6.195333333,0.252916667
1952,BAHAMAS,21,77.4545,25.2525,0.24775
1952,BAHRAIN,351,79.08605,26.15891667,0.5671666670000001
1952,BARBADOS,24,80.47535,26.93075,0.227083333
1952,BELGIUM,22784,49.09115,9.495083333,0.23
1952,BELIZE,7,77.78075,25.43375,0.6024166670000001
1952,BRAZIL,6807,76.733,24.85166667,0.24975
1952,BULGARIA,2574,52.7333,11.5185,0.43375
1952,CANADA,43510,24.8276,-3.984666667,0.233083333
1952,CAPE VERDE,10,75.281,24.045,0.312083333
1952,CHILE,2895,49.693999999999996,9.83,0.3265
1952,COLOMBIA,2357,77.1191,25.06616667,0.210916667
1952,COSTA RICA,106,78.44465,25.80258333,0.477916667
1952,CUBA,1715,77.8496,25.471999999999998,0.233583333
1952,CYPRUS,86,66.72305,19.29058333,0.27475
1952,DENMARK,6251,0.7418,-17.36566667,0.75925
1952,DJIBOUTI,7,83.41925,28.56625,1.153583333
1952,DOMINICA,2,79.778,26.54333333,0.314166667
1952,DOMINICAN REPUBLIC,162,78.65735,25.92075,0.311916667
1952,ECUADOR,244,71.41055,21.89475,0.369666667
1952,EGYPT,2974,73.8734,23.263,0.3015
1952,EL SALVADOR,106,77.4614,25.25633333,0.524083333
1952,EQUATORIAL GUINEA,3,77.15705,25.08725,0.238916667
1952,ETHIOPIA,27,73.7144,23.17466667,0.98
1952,FIJI,43,77.747,25.415,0.280833333
1952,FINLAND,2363,34.05275,1.140416667,0.234333333
1952,FRANCE,61960,55.56005,13.08891667,0.24875
1952,FRENCH GUIANA,3,78.9644,26.09133333,0.22216666699999998
1952,GAMBIA,3,81.0743,27.2635,0.259416667
1952,GHANA,237,80.2112,26.784000000000002,0.28625
1952,GREECE,1310,60.55565,15.86425,0.285833333
1952,GREENLAND,29,-0.17455,-17.87475,0.779833333
1952,GRENADA,3,80.95985,27.19991667,0.227416667
1952,GUADELOUPE,18,79.9556,26.642,0.261333333
1952,GUATEMALA,176,74.3486,23.526999999999997,0.420416667
1952,GUINEA BISSAU,3,80.06885,26.70491667,0.22899999999999998
1952,GUYANA,92,79.5416,26.412,0.2505
1952,HAITI,40,79.77185,26.53991667,0.29483333300000003
1952,HONDURAS,98,76.883,24.935,0.58825
1952,HUNGARY,7427,50.21135,10.11741667,0.254583333
1952,ICELAND,212,34.5914,1.4396666669999998,0.34683333299999997
1952,INDIA,20058,75.8579,24.3655,0.175
1952,INDONESIA,3472,78.941,26.07833333,0.290916667
1952,IRAQ,535,72.14135,22.30075,0.4115
1952,IRELAND,2626,48.87905,9.37725,0.228416667
1952,ISRAEL,999,68.7032,20.39066667,0.320333333
1952,ITALY,13823,55.87025,13.26125,0.224583333
1952,JAMAICA,154,79.4495,26.36083333,0.2585
1952,JAPAN,35599,53.4914,11.93966667,0.13575
1952,JORDAN,53,68.26100000000001,20.145,0.372666667
1952,KENYA,434,75.9014,24.38966667,0.3725
1952,KUWAIT,-119,77.88725,25.49291667,0.655833333
1952,LEBANON,321,64.94585,18.30325,0.289166667
1952,LIBERIA,15,77.9111,25.50616667,0.26475
1952,LUXEMBOURG,2566,48.6143,9.230166667,0.250166667
1952,MADAGASCAR,84,73.08305,22.82391667,0.260333333
1952,MALTA,66,66.8039,19.3355,0.40316666700000003
1952,MARTINIQUE,25,79.778,26.54333333,0.314166667
1952,MAURITIUS,48,74.38985,23.54991667,0.3135
1952,MEXICO,10158,69.5972,20.88733333,0.179166667
1952,MONGOLIA,82,29.5154,-1.380333333,0.43541666700000003
1952,MOROCCO,973,64.20695,17.89275,0.35075
1952,MOZAMBIQUE,293,74.71805,23.73225,0.206583333
