g_m_date,g_land_avg_tempf,g_land_avg_tempc,g_land_avg_temp_uncert,g_land_max_tempf,g_land_max_tempc,g_land_max_temp_uncert,g_land_min_tempf,g_land_min_tempc,g_land_min_temp_uncert,g_land_ocean_avg_tempf,g_land_ocean_avg_tempc,g_land_ocean_avg_temp_uncert
1889-05-01,52.235600000000005,11.242,0.3720000000000001,62.94200000000001,17.19,0.505,41.0576,5.032,0.524,60.647,15.915,0.153
1889-06-01,55.918400000000005,13.288,0.275,66.7652,19.314,0.586,44.9528,7.1960000000000015,0.39899999999999997,61.696400000000004,16.498,0.132
1889-07-01,57.605000000000004,14.225,0.327,68.56700000000001,20.315,0.494,46.9598,8.311,0.34700000000000003,62.2328,16.796,0.14400000000000002
1889-08-01,56.307199999999995,13.504,0.38299999999999995,67.5176,19.732,0.535,45.706999999999994,7.6149999999999975,0.452,61.8872,16.604,0.153
1889-09-01,52.7846,11.547,0.33899999999999997,63.419000000000004,17.455000000000002,0.41600000000000004,42.143,5.635,0.5589999999999999,60.6434,15.913,0.146
1889-10-01,47.957,8.865,0.282,58.8236,14.902,0.594,36.6944,2.608,0.84,59.2088,15.116,0.139
1889-11-01,40.9982,4.9990000000000006,0.44,52.062799999999996,11.145999999999999,0.522,30.9794,-0.5670000000000001,0.42,57.192800000000005,13.996,0.16899999999999998
1889-12-01,37.5782,3.0989999999999998,0.41200000000000003,48.675200000000004,9.264,0.43799999999999994,27.689,-2.395,0.596,56.1218,13.401,0.158
1890-01-01,35.3048,1.836,0.401,45.7646,7.6469999999999985,0.45799999999999996,24.368,-4.24,0.56,55.522400000000005,13.068,0.157
1890-02-01,36.528800000000004,2.516,0.373,47.6024,8.668,0.564,25.224800000000002,-3.764,0.461,56.1092,13.394,0.157
1890-03-01,39.578,4.21,0.377,50.8532,10.474,0.40399999999999997,28.0922,-2.1710000000000003,0.573,57.0038,13.890999999999998,0.158
1890-04-01,45.9302,7.738999999999999,0.35700000000000004,56.6096,13.672,0.64,34.9538,1.641,0.408,58.775000000000006,14.875,0.153
1890-05-01,50.8352,10.464,0.373,62.357,16.865000000000002,0.595,39.0974,3.9430000000000014,0.40299999999999997,60.1232,15.624,0.156
1890-06-01,55.1696,12.872,0.35200000000000004,65.6654,18.703,0.627,44.07260000000001,6.7070000000000025,0.5720000000000001,61.25,16.25,0.147
1890-07-01,57.2612,14.034,0.354,67.4924,19.718,0.9079999999999999,46.1426,7.857,0.687,61.7504,16.528,0.153
1890-08-01,55.8788,13.265999999999998,0.35200000000000004,66.785,19.325,0.67,44.864599999999996,7.146999999999999,0.40700000000000003,61.5686,16.427,0.14800000000000002
1890-09-01,52.782799999999995,11.546,0.324,63.0788,17.266000000000002,0.522,41.8892,5.494,0.39799999999999996,60.515600000000006,15.842,0.145
1890-10-01,48.520399999999995,9.177999999999999,0.23800000000000002,58.5446,14.747,0.415,38.0606,3.367,0.542,59.036,15.02,0.135
1890-11-01,41.054,5.03,0.273,52.6118,11.451,0.6659999999999999,30.1226,-1.043,0.562,56.8454,13.803,0.138
1890-12-01,37.3442,2.969,0.342,47.4998,8.611,0.512,27.0878,-2.729,0.526,56.0606,13.367,0.149
1891-01-01,35.0204,1.6780000000000002,0.35100000000000003,45.660199999999996,7.588999999999999,0.622,24.7802,-4.011,0.4920000000000001,55.4666,13.037,0.155
1891-02-01,35.384,1.88,0.39799999999999996,46.6196,8.122,0.569,23.963,-4.465,0.507,55.9364,13.298,0.165
1891-03-01,40.559,4.755,0.331,51.1322,10.629,0.44,29.3918,-1.449,0.593,57.5438,14.190999999999999,0.153
1891-04-01,45.712399999999995,7.6179999999999986,0.284,57.1622,13.979,0.382,34.1276,1.182,0.424,58.8524,14.918,0.147
1891-05-01,51.413,10.785,0.38799999999999996,61.961,16.645,0.45299999999999996,39.7706,4.317,0.385,60.5192,15.844,0.162
1891-06-01,55.1984,12.888,0.253,65.45840000000001,18.588,0.48,43.943000000000005,6.6350000000000025,0.413,61.3346,16.297,0.13699999999999998
1891-07-01,57.074,13.93,0.33799999999999997,67.7282,19.849,0.39299999999999996,46.0724,7.818,0.445,61.916000000000004,16.62,0.155
1891-08-01,56.2928,13.496,0.365,67.0496,19.472,0.584,45.122,7.289999999999999,0.45399999999999996,61.7882,16.549,0.162
1891-09-01,53.1734,11.763,0.264,63.76820000000001,17.649,0.614,42.2672,5.704,0.342,60.926,16.07,0.14
1891-10-01,47.699600000000004,8.722000000000001,0.281,59.0756,15.042,0.324,36.9752,2.764,0.38299999999999995,59.041399999999996,15.023,0.147
1891-11-01,41.207,5.115,0.353,51.8594,11.033,0.349,30.5942,-0.7809999999999999,0.324,57.056,13.92,0.151
1891-12-01,38.4836,3.602,0.418,49.645399999999995,9.802999999999999,0.429,28.151600000000002,-2.138,0.531,56.4062,13.559000000000001,0.16899999999999998
1892-01-01,35.6324,2.018,0.39899999999999997,45.8294,7.683,0.462,24.926,-3.93,0.465,55.8752,13.264,0.162
1892-02-01,37.049,2.805,0.326,48.3404,9.078,0.667,26.1446,-3.253,0.46399999999999997,56.6006,13.667000000000002,0.146
1892-03-01,39.8516,4.362,0.39,51.3536,10.752,0.599,28.5242,-1.931,0.4320000000000001,57.1622,13.979,0.158
1892-04-01,45.611599999999996,7.5619999999999985,0.301,56.843599999999995,13.802,0.415,34.169,1.2049999999999998,0.4270000000000001,58.6472,14.803999999999998,0.149
1892-05-01,51.119600000000005,10.622,0.36,61.84040000000002,16.578000000000007,0.413,39.9668,4.426,0.413,60.179,15.655,0.158
1892-06-01,55.873400000000004,13.263,0.27899999999999997,66.2054,19.003,0.46299999999999997,44.348,6.86,0.322,61.3454,16.303,0.149
1892-07-01,57.002,13.89,0.32799999999999996,67.676,19.82,0.529,46.250600000000006,7.917000000000002,0.364,61.656800000000004,16.476,0.157
1892-08-01,56.156,13.42,0.353,66.67519999999999,19.264,0.47700000000000004,45.4064,7.447999999999999,0.389,61.502,16.39,0.155
1892-09-01,53.175200000000004,11.764,0.26,64.1444,17.858,0.397,41.9936,5.5520000000000005,0.326,60.7964,15.998,0.145
1892-10-01,48.721999999999994,9.29,0.268,59.144000000000005,15.08,0.38799999999999996,38.0246,3.347,0.38799999999999996,59.2268,15.126,0.147
1892-11-01,40.7462,4.859,0.331,50.7776,10.432,0.728,30.1748,-1.014,0.469,56.717600000000004,13.732,0.156
1892-12-01,37.283,2.935,0.47100000000000003,46.9346,8.297,0.59,26.8754,-2.8470000000000004,0.452,55.7528,13.196,0.19
1893-01-01,32.9,0.5,0.488,42.620000000000005,5.9,0.799,22.378999999999998,-5.3450000000000015,0.48,54.863600000000005,12.702,0.18600000000000005
1893-02-01,34.977199999999996,1.654,0.365,45.7088,7.616,0.5429999999999999,23.7956,-4.558,0.4970000000000001,55.814,13.23,0.161
1893-03-01,40.9622,4.979,0.4,51.9188,11.065999999999999,0.62,29.7464,-1.2520000000000002,0.368,57.3998,14.110999999999999,0.163
1893-04-01,46.3892,7.994,0.294,56.6546,13.697,0.6459999999999999,34.8476,1.5819999999999999,0.379,58.767799999999994,14.870999999999999,0.147
1893-05-01,51.3446,10.747,0.365,62.2616,16.812,0.478,40.080200000000005,4.489000000000001,0.377,60.1916,15.662,0.155
1893-06-01,55.4918,13.050999999999998,0.287,66.16579999999999,18.980999999999998,0.34299999999999997,44.2058,6.7810000000000015,0.364,61.4876,16.382,0.14400000000000002
1893-07-01,57.772400000000005,14.318,0.33899999999999997,68.009,20.005,0.426,46.583600000000004,8.102,0.387,62.2184,16.788,0.155
1893-08-01,56.217200000000005,13.454,0.3670000000000001,67.0064,19.448,0.348,45.1796,7.321999999999999,0.336,61.970000000000006,16.650000000000002,0.153
1893-09-01,53.1806,11.767,0.295,64.0382,17.799000000000003,0.308,42.0782,5.599,0.26,60.6776,15.932,0.139
1893-10-01,48.488,9.16,0.263,59.333,15.185,0.325,37.5782,3.099,0.3720000000000001,59.2736,15.152000000000001,0.139
1893-11-01,42.623599999999996,5.902,0.281,53.061800000000005,11.701,0.326,31.7426,-0.14300000000000002,0.272,57.342200000000005,14.079,0.14400000000000002
1893-12-01,37.679,3.155,0.39899999999999997,48.254,9.03,0.429,26.978,-2.79,0.321,56.0984,13.388,0.165
1894-01-01,35.0438,1.6909999999999998,0.3720000000000001,45.337999999999994,7.4099999999999975,0.5670000000000001,24.729799999999997,-4.0390000000000015,0.42200000000000004,55.4702,13.039,0.159
1894-02-01,37.2614,2.923,0.354,48.016400000000004,8.898,0.534,26.549599999999998,-3.028,0.486,56.219,13.455,0.155
1894-03-01,41.2124,5.118,0.39799999999999996,51.9548,11.085999999999999,0.439,30.0326,-1.093,0.643,57.344,14.08,0.16699999999999998
1894-04-01,45.7934,7.6629999999999985,0.355,56.8274,13.793,0.498,34.6496,1.472,0.371,58.6292,14.794,0.156
1894-05-01,51.699200000000005,10.944,0.293,62.4722,16.929000000000002,0.441,40.299800000000005,4.6110000000000015,0.39,60.180800000000005,15.656,0.14800000000000002
1894-06-01,55.1444,12.857999999999999,0.276,65.80760000000001,18.782,0.36200000000000004,43.885400000000004,6.6030000000000015,0.341,61.206800000000015,16.226000000000006,0.142
1894-07-01,57.2072,14.004,0.311,67.73179999999999,19.851,0.483,46.0184,7.7879999999999985,0.335,62.03660000000001,16.687,0.156
1894-08-01,56.278400000000005,13.488,0.364,66.7868,19.326,0.373,45.2552,7.363999999999999,0.35,61.81700000000001,16.565,0.151
1894-09-01,52.843999999999994,11.579999999999998,0.27899999999999997,63.365,17.425,0.257,41.9054,5.502999999999999,0.317,60.6686,15.927,0.141
1894-10-01,48.425,9.125,0.223,59.0756,15.042,0.419,37.3946,2.997,0.35600000000000004,59.297,15.165,0.134
1894-11-01,41.729,5.405,0.282,52.1366,11.187,0.33799999999999997,31.1162,-0.4909999999999999,0.46,57.2648,14.036,0.146
1894-12-01,37.6394,3.133,0.3,47.7626,8.757,0.392,28.0364,-2.202,0.535,56.0246,13.347,0.149
1895-01-01,34.331,1.2950000000000002,0.28,44.5298,6.960999999999999,0.6609999999999999,24.2258,-4.319,0.657,55.5512,13.084,0.14
1895-02-01,35.6,2.0,0.32899999999999996,46.724000000000004,8.18,0.6859999999999999,24.7532,-4.026,0.534,55.94540000000001,13.303,0.153
1895-03-01,40.440200000000004,4.689,0.318,51.508399999999995,10.838,0.33299999999999996,29.1308,-1.594,0.389,57.1802,13.989,0.157
1895-04-01,46.8446,8.247,0.285,58.116200000000006,14.509,0.457,35.447,1.915,0.4970000000000001,59.009,15.005,0.154
1895-05-01,51.5606,10.867,0.321,62.40560000000001,16.892000000000003,0.48700000000000004,40.3502,4.6389999999999985,0.373,60.2654,15.703,0.158
1895-06-01,55.504400000000004,13.058,0.266,66.3062,19.059,0.485,44.429,6.905,0.312,61.4336,16.352,0.141
1895-07-01,57.2954,14.053,0.312,67.3052,19.614,0.563,46.175,7.875,0.382,62.08879999999999,16.715999999999998,0.153
1895-08-01,56.2802,13.489,0.36,67.0478,19.471,0.414,44.900600000000004,7.167000000000002,0.33799999999999997,61.9016,16.612000000000002,0.151
1895-09-01,53.1374,11.743,0.294,63.6746,17.597,0.426,42.2366,5.687,0.303,60.7658,15.981,0.141
1895-10-01,48.4106,9.117,0.22399999999999998,59.2862,15.159,0.235,37.1804,2.878,0.359,59.2718,15.151,0.125
1895-11-01,42.3392,5.744,0.268,52.556,11.42,0.49,31.9802,-0.01100000000000001,0.42,57.5942,14.219,0.138
1895-12-01,38.2316,3.4619999999999997,0.33399999999999996,48.617599999999996,9.232,0.32,28.0292,-2.206,0.40299999999999997,56.3234,13.513,0.151
1896-01-01,36.1238,2.291,0.392,46.2632,7.923999999999999,0.637,25.8656,-3.4080000000000004,0.446,56.058800000000005,13.366,0.162
1896-02-01,36.8726,2.707,0.28800000000000003,47.2046,8.447000000000001,0.504,25.9394,-3.367,0.606,56.436800000000005,13.576,0.146
1896-03-01,39.7022,4.279,0.302,50.8442,10.469,0.35,28.6376,-1.868,0.4270000000000001,57.2846,14.047,0.145
1896-04-01,45.194,7.329999999999999,0.34700000000000003,56.454800000000006,13.586,0.531,34.205,1.225,0.3720000000000001,58.811,14.895,0.16
1896-05-01,51.6074,10.892999999999999,0.33899999999999997,62.618,17.01,0.496,40.3268,4.626,0.484,60.470600000000005,15.817,0.16
1896-06-01,55.947199999999995,13.303999999999998,0.267,66.812,19.34,0.703,44.3534,6.863,0.348,61.727000000000004,16.515,0.14
1896-07-01,57.6194,14.233,0.32799999999999996,67.79480000000001,19.886,0.413,46.5566,8.087,0.321,62.3588,16.866,0.151
1896-08-01,56.5232,13.624,0.369,67.2296,19.572,0.384,45.095,7.274999999999999,0.3670000000000001,62.1716,16.762,0.157
1896-09-01,53.28320000000001,11.824000000000002,0.27699999999999997,63.9086,17.727,0.409,42.0098,5.561,0.353,61.0574,16.143,0.142
1896-10-01,48.948800000000006,9.416,0.22899999999999998,59.629999999999995,15.35,0.326,37.7816,3.2119999999999997,0.361,59.486000000000004,15.27,0.13
1896-11-01,41.6588,5.3660000000000005,0.29600000000000004,52.1114,11.173,0.506,31.1558,-0.4690000000000001,0.4,57.5366,14.187,0.141
1896-12-01,37.9616,3.312,0.272,47.8598,8.811,0.439,27.752,-2.3600000000000003,0.309,56.5574,13.643,0.142
1897-01-01,35.4074,1.893,0.36,45.3416,7.411999999999999,0.354,25.5686,-3.5730000000000004,0.474,55.961600000000004,13.312,0.161
1897-02-01,36.3722,2.4290000000000003,0.281,46.666399999999996,8.148,0.49,25.6658,-3.519,0.475,56.399,13.555,0.145
1897-03-01,39.821,4.345,0.29,50.7956,10.442,0.524,28.1786,-2.123,0.457,57.4736,14.152,0.155
1897-04-01,46.9004,8.277999999999999,0.27699999999999997,57.7274,14.293,0.45399999999999996,35.132,1.74,0.293,59.390600000000006,15.217,0.14300000000000002
1897-05-01,52.4786,11.377,0.306,63.0518,17.250999999999998,0.41100000000000003,41.1224,5.0680000000000005,0.457,60.836,16.02,0.145
1897-06-01,55.9742,13.319,0.355,67.001,19.445,0.7170000000000001,45.0068,7.226,0.35700000000000004,61.70900000000001,16.505000000000006,0.155
1897-07-01,57.758,14.31,0.37,68.53460000000001,20.297,0.40700000000000003,46.961600000000004,8.312000000000001,0.332,62.2094,16.783,0.161
1897-08-01,56.6024,13.668,0.392,67.55539999999999,19.753,0.42200000000000004,45.6656,7.592,0.32899999999999996,62.0168,16.676000000000002,0.161
1897-09-01,53.465,11.925,0.254,64.25240000000002,17.918000000000006,0.26899999999999996,42.6218,5.901,0.281,60.922399999999996,16.067999999999998,0.133
1897-10-01,48.5546,9.197,0.251,59.2988,15.166,0.41200000000000003,37.9022,3.279,0.258,59.3024,15.168,0.135
1897-11-01,42.0944,5.6080000000000005,0.349,52.9088,11.616,0.524,31.6454,-0.19700000000000006,0.40700000000000003,57.2846,14.047,0.153
1897-12-01,37.7078,3.1710000000000003,0.281,47.3,8.5,0.912,28.0814,-2.177,0.4370000000000001,56.1218,13.401,0.145
1898-01-01,36.9266,2.737,0.31,47.03,8.35,0.616,26.807000000000002,-2.885,0.37,56.1128,13.395999999999999,0.149
1898-02-01,36.2372,2.354,0.314,46.8302,8.238999999999999,0.377,25.4282,-3.651,0.46,56.0552,13.364,0.149
1898-03-01,38.7518,3.7510000000000003,0.271,50.313199999999995,10.174,0.377,27.217399999999998,-2.657,0.512,56.7482,13.749,0.14300000000000002
1898-04-01,46.2326,7.906999999999999,0.337,58.0262,14.459,0.289,34.682,1.49,0.337,58.7624,14.868,0.155
1898-05-01,51.503,10.835,0.306,62.70079999999999,17.055999999999994,0.58,40.0964,4.498,0.4970000000000001,60.1178,15.621,0.14400000000000002
1898-06-01,56.111000000000004,13.395,0.42100000000000004,67.0136,19.452,0.561,44.720600000000005,7.067,0.4,61.507400000000004,16.393,0.16399999999999998
1898-07-01,57.4484,14.138,0.3670000000000001,68.261,20.145,0.495,46.4702,8.039,0.306,61.9286,16.627,0.154
1898-08-01,56.4422,13.579,0.414,67.3304,19.628,0.5920000000000001,45.7826,7.656999999999999,0.33799999999999997,61.7216,16.512,0.161
1898-09-01,53.1554,11.752999999999998,0.322,63.863600000000005,17.702,0.325,42.623599999999996,5.902,0.332,60.6452,15.914,0.149
1898-10-01,47.8904,8.828,0.247,58.442,14.69,0.364,37.0958,2.8310000000000004,0.336,58.846999999999994,14.915,0.131
1898-11-01,41.8136,5.452000000000001,0.27399999999999997,52.5992,11.444,0.358,31.3538,-0.359,0.35,57.0794,13.933,0.139
1898-12-01,38.1326,3.407,0.325,48.9974,9.443,0.565,28.2272,-2.096,0.42,56.031800000000004,13.351,0.14400000000000002
1899-01-01,36.527,2.515,0.326,47.1974,8.443,0.28600000000000003,26.1284,-3.2620000000000005,0.517,55.9508,13.306,0.147
1899-02-01,36.284,2.38,0.42,46.706,8.17,0.4370000000000001,25.8044,-3.442,0.361,56.1182,13.399000000000001,0.16699999999999998
1899-03-01,40.3124,4.618,0.293,51.143,10.635,0.371,29.1794,-1.5670000000000002,0.306,57.2054,14.003,0.14300000000000002
1899-04-01,46.9058,8.280999999999999,0.345,57.9884,14.438,0.547,35.7332,2.074,0.386,59.046800000000005,15.026,0.153
1899-05-01,51.8414,11.023,0.31,62.8376,17.132,0.384,40.9406,4.9670000000000005,0.462,60.5048,15.836,0.14300000000000002
1899-06-01,55.1408,12.856,0.29,65.8382,18.799,0.32799999999999996,44.369600000000005,6.872000000000001,0.276,61.23740000000001,16.243000000000002,0.141
1899-07-01,57.4862,14.159,0.33299999999999996,68.3024,20.168,0.521,46.3154,7.9529999999999985,0.341,62.0402,16.689,0.15
1899-08-01,56.7986,13.777,0.39399999999999996,67.2764,19.598,0.5529999999999999,45.7628,7.645999999999999,0.342,62.14280000000001,16.746000000000002,0.157
1899-09-01,53.8304,12.127999999999998,0.282,64.80140000000002,18.223000000000006,0.439,42.7532,5.974,0.293,61.120400000000004,16.178,0.138
1899-10-01,48.9362,9.408999999999999,0.252,59.5706,15.317,0.32299999999999995,38.3918,3.551,0.42200000000000004,59.5166,15.287,0.134
1899-11-01,43.889,6.605,0.31,54.3506,12.417,0.249,33.9134,1.063,0.431,58.019000000000005,14.455,0.14400000000000002
1899-12-01,37.409,3.005,0.342,47.5502,8.639,0.67,27.1976,-2.668,0.433,56.1416,13.412,0.153
1900-01-01,34.6298,1.461,0.276,44.9474,7.193,0.465,24.6164,-4.102,0.395,55.6556,13.142,0.142
1900-02-01,37.5764,3.0980000000000003,0.41600000000000004,48.525800000000004,9.181,0.604,26.9348,-2.814,0.626,56.79860000000001,13.777000000000001,0.17300000000000001
1900-03-01,41.885600000000004,5.492000000000001,0.261,52.4786,11.377,0.327,30.776,-0.68,0.61,57.92,14.4,0.141
1900-04-01,46.8014,8.222999999999999,0.292,57.1496,13.972,0.342,35.8358,2.131,0.39399999999999996,59.306,15.17,0.151
1900-05-01,52.492999999999995,11.385,0.35700000000000004,63.34700000000001,17.415000000000006,0.32899999999999996,41.322199999999995,5.1789999999999985,0.379,60.719,15.955,0.159
1900-06-01,55.9274,13.293,0.282,66.9812,19.434,0.44299999999999995,44.8016,7.112,0.28800000000000003,61.727000000000004,16.515,0.147
1900-07-01,57.5078,14.171,0.345,67.81460000000001,19.897000000000002,0.3720000000000001,46.571,8.095,0.311,62.213,16.785,0.154
1900-08-01,56.8688,13.816,0.38299999999999995,67.73,19.85,0.34299999999999997,46.2056,7.891999999999999,0.377,62.0582,16.699,0.159
1900-09-01,53.519000000000005,11.955,0.293,64.07239999999999,17.817999999999994,0.382,42.7406,5.9670000000000005,0.337,61.0232,16.124000000000002,0.147
1900-10-01,49.3988,9.666,0.255,59.979200000000006,15.544,0.275,38.8994,3.833,0.318,59.6714,15.373,0.14
1900-11-01,42.447199999999995,5.8039999999999985,0.276,52.748599999999996,11.527,0.45399999999999996,32.2178,0.121,0.409,57.5402,14.189,0.13699999999999998
1900-12-01,38.579,3.655,0.341,49.038799999999995,9.466,0.315,28.7132,-1.826,0.431,56.4764,13.598,0.153
1901-01-01,35.9438,2.1910000000000003,0.29100000000000004,46.392799999999994,7.995999999999999,0.604,25.7162,-3.491,0.49,55.922,13.29,0.141
1901-02-01,37.5656,3.092,0.418,48.2684,9.038,0.371,27.1796,-2.678,0.539,56.588,13.66,0.163
1901-03-01,42.2078,5.671,0.251,52.656800000000004,11.475999999999999,0.37,30.8408,-0.644,0.395,57.889399999999995,14.383,0.138
1901-04-01,47.339600000000004,8.522,0.326,58.519400000000005,14.733,0.368,36.0752,2.264,0.376,59.396,15.22,0.151
1901-05-01,52.120400000000004,11.177999999999999,0.33899999999999997,63.167,17.315,0.397,40.739000000000004,4.855,0.39,60.684799999999996,15.936,0.154
1901-06-01,56.1614,13.423,0.28300000000000003,66.767,19.315,0.386,44.87180000000001,7.1510000000000025,0.3670000000000001,61.593800000000016,16.441000000000006,0.145
1901-07-01,57.8102,14.339,0.35,68.612,20.34,0.43,46.6898,8.161,0.374,62.0924,16.718,0.158
1901-08-01,56.8202,13.789,0.34299999999999997,67.8164,19.898,0.39799999999999996,45.788,7.6599999999999975,0.41100000000000003,61.9934,16.663,0.14800000000000002
1901-09-01,53.571200000000005,11.984000000000002,0.305,64.27220000000001,17.929000000000006,0.46399999999999997,42.474199999999996,5.819,0.322,60.8018,16.000999999999998,0.14
1901-10-01,48.2054,9.003,0.239,59.003600000000006,15.002,0.368,37.3964,2.998,0.33799999999999997,59.1566,15.087,0.138
1901-11-01,42.7568,5.976,0.263,53.6774,12.043,0.55,32.1278,0.07099999999999995,0.39799999999999996,57.3818,14.101,0.13699999999999998
1901-12-01,38.003,3.335,0.267,48.309799999999996,9.061,0.672,27.896,-2.28,0.37,56.084,13.38,0.136
1902-01-01,36.8312,2.684,0.256,47.834599999999995,8.796999999999997,0.569,26.5442,-3.031,0.369,55.9436,13.302,0.13
1902-02-01,38.4908,3.606,0.354,49.6652,9.814,0.341,27.4928,-2.504,0.452,56.6438,13.691,0.14800000000000002
1902-03-01,40.7894,4.883,0.228,52.0988,11.165999999999999,0.439,29.5898,-1.339,0.294,57.379999999999995,14.1,0.127
1902-04-01,46.3208,7.955999999999999,0.321,56.991200000000006,13.884,0.35700000000000004,34.8116,1.5619999999999998,0.358,58.924400000000006,14.958,0.141
1902-05-01,51.6074,10.892999999999999,0.341,62.5748,16.986,0.536,40.256600000000006,4.5870000000000015,0.369,60.294200000000004,15.719,0.145
1902-06-01,55.7852,13.214,0.264,66.8084,19.338,0.475,44.4092,6.894,0.32,61.31120000000001,16.284000000000002,0.129
1902-07-01,57.6158,14.231,0.35600000000000004,68.36,20.2,0.536,46.337,7.965,0.33899999999999997,62.042,16.69,0.145
1902-08-01,56.4782,13.599,0.35700000000000004,67.7912,19.884,0.297,45.4082,7.449,0.354,61.8638,16.590999999999998,0.14400000000000002
1902-09-01,53.2382,11.799,0.289,64.21460000000002,17.897000000000006,0.299,41.999,5.555,0.3720000000000001,60.857600000000005,16.032,0.134
1902-10-01,47.8418,8.801,0.21,58.659800000000004,14.811,0.271,36.9662,2.759,0.34700000000000003,58.9838,14.991,0.121
1902-11-01,41.4932,5.274,0.267,52.086200000000005,11.159,0.335,31.172,-0.46,0.327,57.0236,13.902000000000001,0.128
1902-12-01,36.8834,2.713,0.27,47.183,8.435,0.27699999999999997,26.6144,-2.992,0.373,55.832,13.24,0.134
1903-01-01,36.5252,2.5140000000000002,0.22399999999999998,47.147,8.415,0.442,26.263399999999997,-3.1870000000000003,0.40299999999999997,55.894999999999996,13.275,0.128
1903-02-01,38.399,3.555,0.247,48.7346,9.297,0.429,27.518,-2.49,0.494,56.6024,13.668,0.132
1903-03-01,40.874,4.93,0.212,51.7334,10.963,0.294,29.9156,-1.158,0.41200000000000003,57.290000000000006,14.05,0.124
1903-04-01,46.0976,7.831999999999999,0.292,57.1244,13.958,0.32,35.056400000000004,1.6980000000000002,0.392,58.641799999999996,14.800999999999998,0.136
1903-05-01,51.4292,10.794,0.305,62.009600000000006,16.672,0.39799999999999996,40.256600000000006,4.5870000000000015,0.435,60.161,15.645,0.139
1903-06-01,55.1948,12.886,0.268,66.0146,18.897,0.381,44.1014,6.723000000000001,0.29600000000000004,61.0898,16.160999999999998,0.127
1903-07-01,57.1856,13.992,0.366,67.6166,19.787,0.452,46.166,7.87,0.364,61.692800000000005,16.496000000000002,0.146
1903-08-01,56.1416,13.412,0.377,66.7364,19.298,0.365,45.6044,7.557999999999999,0.366,61.3472,16.304000000000002,0.146
1903-09-01,52.7018,11.501,0.36,63.24079999999999,17.355999999999998,0.461,42.1556,5.642,0.285,60.3878,15.771,0.145
1903-10-01,47.86160000000001,8.812000000000003,0.20199999999999999,58.3412,14.634,0.41700000000000004,37.211,2.895,0.371,58.703,14.835,0.11800000000000001
1903-11-01,41.9288,5.516,0.268,52.194199999999995,11.219,0.391,31.9082,-0.050999999999999934,0.34,56.8904,13.828,0.132
1903-12-01,37.2164,2.898,0.359,47.3594,8.533,0.327,27.1634,-2.6870000000000003,0.381,55.769000000000005,13.205,0.145
1904-01-01,34.9466,1.6369999999999998,0.387,44.7476,7.081999999999999,0.516,25.052,-3.86,0.39799999999999996,55.3226,12.957,0.152
1904-02-01,36.1346,2.297,0.348,47.3126,8.507,0.405,25.5506,-3.583,0.4320000000000001,55.6772,13.154000000000002,0.147
1904-03-01,40.1108,4.506,0.268,51.0062,10.559,0.555,29.165,-1.575,0.302,56.946200000000005,13.859000000000002,0.133
1904-04-01,45.831199999999995,7.6839999999999975,0.284,56.8814,13.823,0.625,34.5704,1.4280000000000002,0.299,58.559,14.755,0.13699999999999998
1904-05-01,51.512,10.84,0.287,62.4596,16.922,0.516,40.3538,4.641,0.313,60.031400000000005,15.573,0.133
1904-06-01,55.425200000000004,13.014,0.248,66.3656,19.092,0.532,44.2004,6.7780000000000005,0.298,61.1726,16.207,0.128
1904-07-01,56.9048,13.836,0.29600000000000004,67.4204,19.678,0.647,45.998599999999996,7.777,0.34,61.745000000000005,16.525000000000002,0.134
1904-08-01,56.2262,13.459,0.327,67.145,19.525,0.451,45.4316,7.4620000000000015,0.321,61.525400000000005,16.403000000000002,0.13699999999999998
1904-09-01,52.4858,11.380999999999998,0.265,63.43700000000001,17.465000000000003,0.392,41.6498,5.3610000000000015,0.253,60.382400000000004,15.768,0.129
1904-10-01,47.8994,8.833,0.212,58.8236,14.902,0.601,37.6394,3.133,0.314,58.9046,14.947000000000001,0.11800000000000001
1904-11-01,43.214,6.23,0.22399999999999998,53.5946,11.997,0.3,33.0044,0.5579999999999999,0.337,57.459199999999996,14.144,0.11900000000000001
1904-12-01,38.0732,3.3739999999999997,0.29100000000000004,48.5816,9.212,0.46,28.2794,-2.067,0.446,56.1794,13.433,0.13
1905-01-01,36.0572,2.254,0.345,46.4306,8.017000000000001,0.478,26.0168,-3.3240000000000003,0.373,55.769000000000005,13.205,0.14
1905-02-01,35.4686,1.9269999999999998,0.303,45.923,7.7349999999999985,0.28,24.888199999999998,-3.951,0.41100000000000003,55.7708,13.206,0.13699999999999998
1905-03-01,40.343,4.635,0.235,50.8388,10.466,0.515,29.6456,-1.308,0.38,57.263000000000005,14.035,0.125
1905-04-01,45.958999999999996,7.754999999999999,0.255,56.5196,13.622,0.341,34.6874,1.493,0.41700000000000004,58.742599999999996,14.857,0.128
1905-05-01,51.7676,10.982,0.28,62.50279999999999,16.945999999999998,0.38,40.6742,4.819000000000001,0.451,60.418400000000005,15.788,0.131
1905-06-01,55.601600000000005,13.112,0.264,66.398,19.11,0.379,44.4992,6.944000000000001,0.341,61.482200000000006,16.379,0.125
1905-07-01,57.3386,14.077,0.307,67.7786,19.877,0.441,46.4684,8.038,0.342,61.9718,16.651,0.133
1905-08-01,56.4404,13.578,0.327,67.3142,19.619,0.368,45.896,7.719999999999999,0.345,61.8044,16.558,0.134
